Artist,Category,Streams,Revenue (USD),Country,Year,Most Popular Song,Subscription Type,Age Group,Danceability,Energy,Tempo,Valence
Harry Styles,Pop,509373,19200.44,Japan,2020,Sweet Creature,Premium,18-24,,,,
Harry Styles,Pop,175042,8620.99,Canada,2019,Only Angel,Premium,25-34,,,,
Harry Styles,Pop,644984,36324.59,India,2024,Kiwi,Free,13-17,,,,
Harry Styles,Pop,362720,12177.26,South Africa,2020,Ever Since New York,Premium,13-17,,,,
Harry Styles,Pop,355669,12398.6,Australia,2019,Woman,Premium,18-24,,,,
Harry Styles,Pop,220246,7639.48,Japan,2021,From the Dining Table,Premium,18-24,,,,
Harry Styles,Pop,164311,8868.65,Japan,2021,"Two Ghosts - Recorded at Metropolis Studios, London",Free,45+,,,,
Harry Styles,Pop,494609,31426.39,Brazil,2019,"Girl Crush - Recorded at Metropolis Studios, London",Free,35-44,,,,
Harry Styles,Pop,137124,4782.79,Netherlands,2024,Blinding Lights - Cover,Free,18-24,,,,
Harry Styles,Pop,758427,39070.84,Canada,2023,One Kiss - Cover,Premium,35-44,,,,
Harry Styles,Pop,831047,49061.46,India,2023,Rain On Me - Cover,Premium,45+,,,,
Harry Styles,Pop,127599,7628.59,Mexico,2019,Don't Start Now - Cover,Premium,18-24,,,,
Harry Styles,Pop,472791,30793.14,India,2023,Pump It - Cover,Free,25-34,,,,
Harry Styles,Pop,217186,11441.49,Germany,2019,Danza Kuduro - Cover,Free,13-17,,,,
Harry Styles,Pop,444263,25636.34,South Africa,2021,Relación - Cover,Premium,35-44,,,,
Harry Styles,Pop,548170,26049.61,UK,2024,Dance Monkey - Cover,Free,18-24,,,,
Harry Styles,Pop,768855,31194.27,Netherlands,2023,Closer - Cover,Free,13-17,,,,
Harry Styles,Pop,720924,49081.85,Brazil,2023,Dynamite - Cover,Free,45+,,,,
Harry Styles,Pop,566236,22454.25,USA,2020,Firework - Cover,Premium,45+,,,,
Harry Styles,Pop,476952,22819.61,South Africa,2024,Baby - Cover,Free,18-24,,,,
Harry Styles,Pop,50871,1577.79,Germany,2019,Sugar - Cover,Free,13-17,,,,
Harry Styles,Pop,175475,6036.81,India,2022,Circles - Cover,Free,18-24,,,,
Harry Styles,Pop,517281,34361.87,Brazil,2024,Everybody - (Backstreet's Back) [Cover],Free,25-34,,,,
Harry Styles,Pop,612745,21289.66,Japan,2022,Drivers License - Cover,Premium,18-24,,,,
Harry Styles,Pop,982304,48898.87,South Africa,2023,Suddenly I See - Cover,Free,25-34,,,,
Harry Styles,Pop,89406,2727.69,Canada,2020,Can't Hold Us - Cover,Premium,35-44,,,,
Harry Styles,Pop,505136,21736.88,Spain,2021,The Real Slim Shady - Cover,Premium,45+,,,,
Harry Styles,Pop,929674,59806.99,USA,2021,Toosie Slide - Cover,Free,13-17,,,,
Kanye West,rap,263673,9420.5,Spain,2023,SLIDE,Premium,18-24,,,,
Kanye West,rap,608626,22462.86,Australia,2020,TIME MOVING SLOW,Premium,25-34,,,,
Kanye West,rap,867523,51157.36,South Africa,2021,FIELD TRIP,Free,13-17,,,,
Kanye West,rap,753378,30851.39,Brazil,2024,FRIED,Free,13-17,,,,
Kanye West,rap,720848,45595.27,UK,2020,ISABELLA,Free,45+,,,,
Kanye West,rap,875419,57384.42,Italy,2021,PROMOTION,Free,25-34,,,,
Kanye West,rap,818767,44160.52,Germany,2021,530,Free,35-44,,,,
Kanye West,rap,403677,14795.56,South Africa,2024,DEAD,Premium,13-17,,,,
Kanye West,rap,360884,14994.84,Germany,2023,FOREVER ROLLING,Free,18-24,,,,
Kanye West,rap,689025,44695.68,Netherlands,2021,BOMB,Premium,25-34,,,,
Kanye West,rap,439265,18896.07,UK,2024,RIVER,Free,45+,,,,
Kanye West,rap,781528,47035.45,Japan,2019,FOREVER,Free,25-34,,,,
Kanye West,rap,799641,29679.62,Japan,2024,HUSBAND,Free,35-44,,,,
Kanye West,rap,973542,42465.76,Germany,2022,LIFESTYLE,Premium,13-17,,,,
Kanye West,rap,847941,43343.38,USA,2024,SKY CITY,Free,35-44,,,,
Kanye West,rap,95355,4444.04,France,2021,MY SOUL,Premium,18-24,,,,
Kanye West,rap,185453,12102.0,Mexico,2023,STARS,Premium,35-44,,,,
Kanye West,rap,691875,33691.48,Brazil,2021,KEYS TO MY LIFE,Premium,18-24,,,,
Kanye West,rap,938052,48631.94,South Korea,2021,PAID,Premium,18-24,,,,
Kanye West,rap,606514,28309.1,Netherlands,2023,TALKING,Premium,18-24,,,,
Kanye West,rap,990587,35873.13,Mexico,2020,BACK TO ME,Premium,13-17,,,,
Kanye West,rap,930357,61342.19,Italy,2021,HOODRAT,Premium,45+,,,,
Kanye West,rap,442820,13604.06,Italy,2021,DO IT,Premium,45+,,,,
Kanye West,rap,153457,9162.83,Canada,2021,PAPERWORK,Premium,35-44,,,,
Kanye West,rap,133636,7118.74,UK,2024,BURN,Premium,18-24,,,,
Kanye West,rap,987884,39186.61,UK,2022,FUK SUMN,Free,25-34,,,,
Kanye West,rap,120384,3750.21,South Africa,2022,VULTURES,Premium,18-24,,,,
Kanye West,rap,127970,7113.56,South Africa,2022,CARNIVAL,Premium,25-34,,,,
Kanye West,rap,545454,22869.23,UK,2020,BEG FORGIVENESS,Premium,35-44,,,,
Kanye West,rap,249415,16293.51,India,2023,PROBLEMATIC,Premium,25-34,,,,
Kanye West,rap,117954,6008.16,Australia,2019,KING,Free,13-17,,,,
Kanye West,rap,456230,30653.31,Spain,2021,Donda Chant,Free,25-34,,,,
Kanye West,rap,90470,3895.43,Canada,2023,Hurricane,Premium,35-44,,,,
Kanye West,rap,562312,31467.32,South Korea,2022,Moon,Free,18-24,,,,
Kanye West,rap,380555,18506.04,South Africa,2021,Life Of The Party (with André 3000),Free,13-17,,,,
Kanye West,rap,431575,15523.66,UK,2023,Off The Grid,Premium,25-34,,,,
Kanye West,rap,635645,32393.13,UK,2024,Jail,Free,25-34,,,,
Kanye West,rap,369215,12679.53,Mexico,2022,Praise God,Premium,13-17,,,,
Kanye West,rap,174485,6791.86,Canada,2019,Come to Life,Free,18-24,,,,
Kanye West,rap,843995,31199.31,Australia,2022,Believe What I Say,Free,18-24,,,,
Kanye West,rap,143352,5080.56,Italy,2022,No Child Left Behind,Premium,13-17,,,,
Kanye West,rap,367647,16138.41,Canada,2021,Up From The Ashes,Premium,25-34,,,,
Kanye West,rap,602616,31251.97,Australia,2020,Remote Control pt 2,Free,25-34,,,,
Kanye West,rap,932958,58468.71,Spain,2021,God Breathed,Free,35-44,,,,
Kanye West,rap,732928,49814.44,Italy,2020,Lord I Need You,Free,45+,,,,
Kanye West,rap,964917,55043.37,UK,2024,24,Free,45+,,,,
Kanye West,rap,990837,56824.47,South Korea,2020,Junya,Free,35-44,,,,
Kanye West,rap,281219,15599.82,Netherlands,2024,Never Abandon Your Family,Premium,13-17,,,,
Kanye West,rap,103264,5412.47,Netherlands,2020,Donda,Premium,45+,,,,
Kanye West,rap,778117,34812.78,South Korea,2019,Keep My Spirit Alive,Free,35-44,,,,
Kanye West,rap,446815,16909.9,France,2021,Jesus Lord pt 2,Free,45+,,,,
Kanye West,rap,385778,15003.15,India,2022,Donda Chant,Premium,18-24,,,,
Kanye West,rap,349089,15953.3,Australia,2021,Jail,Premium,18-24,,,,
Kanye West,rap,785109,42430.83,Italy,2024,God Breathed,Free,13-17,,,,
Kanye West,rap,135241,8070.36,Netherlands,2024,Off The Grid,Premium,18-24,,,,
Kanye West,rap,331548,18692.01,Spain,2021,Hurricane,Premium,25-34,,,,
Kanye West,rap,67950,4552.23,South Korea,2021,Praise God,Free,25-34,,,,
Kanye West,rap,142625,9236.97,Mexico,2024,Jonah,Premium,13-17,,,,
Kanye West,rap,110646,7242.39,Netherlands,2020,Ok Ok,Free,18-24,,,,
Kanye West,rap,136942,7552.8,France,2023,Junya,Free,25-34,,,,
Kanye West,rap,759994,33222.59,Netherlands,2022,Believe What I Say,Premium,13-17,,,,
Kanye West,rap,523520,25582.77,South Africa,2022,24,Free,13-17,,,,
Kanye West,rap,562800,37911.3,Japan,2023,Remote Control,Free,35-44,,,,
Kanye West,rap,599547,38866.5,Australia,2020,Moon,Free,45+,,,,
Kanye West,rap,398229,26992.51,India,2022,Heaven and Hell,Free,45+,,,,
Kanye West,rap,752534,47666.0,Spain,2022,Donda,Free,45+,,,,
Kanye West,rap,641632,29965.75,Netherlands,2023,Keep My Spirit Alive,Free,13-17,,,,
Kanye West,rap,262929,18374.72,Mexico,2022,Jesus Lord,Premium,18-24,,,,
Kanye West,rap,308939,12323.58,France,2022,New Again,Premium,45+,,,,
Kanye West,rap,744496,38459.67,Brazil,2023,Tell The Vision,Free,45+,,,,
Kanye West,rap,887917,43901.88,India,2024,Lord I Need You,Free,18-24,,,,
Kanye West,rap,132150,5299.17,India,2020,Every Hour,Premium,18-24,,,,
Kanye West,rap,780061,37892.94,France,2021,Selah,Free,18-24,,,,
Kanye West,rap,483282,22388.22,Brazil,2019,Follow God,Premium,13-17,,,,
Kanye West,rap,353879,20859.07,Germany,2020,Closed On Sunday,Premium,45+,,,,
Kanye West,rap,841244,37238.34,Netherlands,2020,On God,Free,35-44,,,,
Kanye West,rap,157324,5354.94,Germany,2019,Everything We Need,Premium,35-44,,,,
Kanye West,rap,454751,27570.38,Mexico,2019,Water,Free,18-24,,,,
Kanye West,rap,636946,38557.78,India,2019,God Is,Premium,35-44,,,,
Kanye West,rap,266487,8590.38,Canada,2021,Hands On,Premium,18-24,,,,
Kanye West,rap,88841,5731.28,Canada,2019,Use This Gospel,Free,13-17,,,,
Kanye West,rap,636914,28024.96,France,2024,Jesus Is Lord,Free,25-34,,,,
Kanye West,rap,98294,5186.79,Italy,2023,Feel The Love,Premium,25-34,,,,
Kanye West,rap,702286,35669.71,Netherlands,2022,Fire,Free,25-34,,,,
Kanye West,rap,258824,9052.98,UK,2019,4th Dimension,Free,13-17,,,,
Kanye West,rap,648336,32195.4,South Korea,2024,Freeee (Ghost Town Pt. 2),Free,45+,,,,
Kanye West,rap,368840,17848.31,Mexico,2023,Reborn,Free,13-17,,,,
Kanye West,rap,125805,7575.03,Brazil,2022,Kids See Ghosts,Premium,13-17,,,,
Kanye West,rap,711609,35099.91,India,2024,Cudi Montage,Premium,35-44,,,,
Kanye West,rap,674378,22020.89,South Africa,2024,I Thought About Killing You,Free,45+,,,,
Kanye West,rap,475795,30681.81,South Africa,2022,Yikes,Free,25-34,,,,
Kanye West,rap,89479,5940.24,USA,2022,All Mine,Premium,25-34,,,,
Kanye West,rap,733830,48019.68,Germany,2020,Wouldn't Leave,Premium,13-17,,,,
Kanye West,rap,135681,5722.73,Canada,2022,No Mistakes,Free,45+,,,,
Kanye West,rap,688877,35165.9,France,2021,Ghost Town,Premium,25-34,,,,
Kanye West,rap,921919,31278.15,Mexico,2020,Violent Crimes,Premium,25-34,,,,
Kanye West,rap,834102,54639.73,Mexico,2021,Ultralight Beam,Free,45+,,,,
Kanye West,rap,357050,20501.35,Spain,2021,Father Stretch My Hands Pt. 1,Free,45+,,,,
Kanye West,rap,914826,29039.92,Spain,2021,Pt. 2,Free,35-44,,,,
Kanye West,rap,195255,8363.46,Japan,2022,Famous,Premium,25-34,,,,
Kanye West,rap,735387,39669.31,Japan,2020,Feedback,Free,35-44,,,,
Kanye West,rap,128563,5706.94,Brazil,2019,Low Lights,Free,25-34,,,,
Kanye West,rap,533606,19115.86,Netherlands,2019,Highlights,Premium,18-24,,,,
Kanye West,rap,241169,9299.31,Germany,2023,Freestyle 4,Free,13-17,,,,
Kanye West,rap,532156,24685.78,Italy,2020,I Love Kanye,Free,18-24,,,,
Kanye West,rap,133365,8243.57,Brazil,2019,Waves,Free,45+,,,,
Kanye West,rap,137869,8169.09,India,2021,FML,Premium,45+,,,,
Kanye West,rap,487884,26998.3,Australia,2022,Real Friends,Free,35-44,,,,
Kanye West,rap,872379,55095.36,Netherlands,2021,Wolves,Free,25-34,,,,
Kanye West,rap,424566,29245.71,USA,2024,Frank's Track,Free,35-44,,,,
Kanye West,rap,125901,5186.78,USA,2022,Siiiiiiiiilver Surffffeeeeer Intermission,Premium,25-34,,,,
Kanye West,rap,773431,34922.68,Mexico,2019,30 Hours,Premium,25-34,,,,
Kanye West,rap,972980,60974.05,Japan,2022,No More Parties In LA,Premium,35-44,,,,
Kanye West,rap,296879,14876.31,Germany,2024,Facts (Charlie Heat Version),Premium,13-17,,,,
Kanye West,rap,248098,8750.36,India,2023,Fade,Premium,13-17,,,,
Kanye West,rap,506793,20760.64,USA,2023,Saint Pablo,Premium,35-44,,,,
Kanye West,rap,406379,17616.46,Brazil,2019,On Sight,Premium,45+,,,,
Kanye West,rap,280959,14414.25,Australia,2020,Black Skinhead,Free,13-17,,,,
Kanye West,rap,468899,18567.1,Australia,2023,I Am A God,Premium,35-44,,,,
Kanye West,rap,654044,26590.15,USA,2023,New Slaves,Free,13-17,,,,
Kanye West,rap,222937,12637.82,Australia,2022,Hold My Liquor,Premium,45+,,,,
Kanye West,rap,805527,47324.04,Canada,2019,I'm In It,Premium,18-24,,,,
Kanye West,rap,843772,54967.39,France,2023,Blood On The Leaves,Free,18-24,,,,
Kanye West,rap,509099,19931.19,India,2020,Guilt Trip,Free,25-34,,,,
Kanye West,rap,226713,13590.4,Brazil,2021,Send It Up,Premium,13-17,,,,
Kanye West,rap,943268,41542.35,India,2020,Bound 2,Premium,45+,,,,
Kanye West,rap,792411,33875.86,Spain,2021,No Church In The Wild,Premium,18-24,,,,
Kanye West,rap,141871,7724.12,India,2022,Lift Off,Premium,18-24,,,,
Kanye West,rap,929162,30823.29,Mexico,2020,Ni**as In Paris,Free,18-24,,,,
Kanye West,rap,760358,39276.38,South Korea,2020,Otis,Premium,35-44,,,,
Kanye West,rap,678219,39540.35,Netherlands,2020,Gotta Have It,Premium,18-24,,,,
Kanye West,rap,601116,26771.52,South Africa,2019,New Day,Premium,18-24,,,,
Kanye West,rap,132512,7250.03,USA,2021,That's My Bitch,Free,45+,,,,
Kanye West,rap,572024,37729.37,Brazil,2020,Welcome To The Jungle,Premium,35-44,,,,
Kanye West,rap,197175,11826.76,Italy,2019,Who Gon Stop Me,Free,18-24,,,,
Kanye West,rap,782340,35612.04,South Africa,2024,Murder To Excellence,Free,25-34,,,,
Kanye West,rap,660196,34740.63,Italy,2023,Made In America,Free,45+,,,,
Kanye West,rap,555967,35480.17,Australia,2020,Why I Love You,Premium,25-34,,,,
Kanye West,rap,566559,22967.21,USA,2021,Illest Motherf***** Alive,Premium,25-34,,,,
Kanye West,rap,505271,25964.59,Spain,2020,H•A•M,Free,35-44,,,,
Kanye West,rap,464585,23472.85,Canada,2022,Primetime,Premium,35-44,,,,
Kanye West,rap,954115,34170.56,Spain,2023,The Joy,Premium,45+,,,,
Justin Bieber,Pop,958776,66399.9,Spain,2021,2 Much,Premium,13-17,,,,
Justin Bieber,Pop,849733,50889.0,Brazil,2022,Deserve You,Free,45+,,,,
Justin Bieber,Pop,558331,26067.82,South Korea,2019,As I Am (feat. Khalid),Free,13-17,,,,
Justin Bieber,Pop,912183,38764.58,Brazil,2020,Off My Face,Premium,25-34,,,,
Justin Bieber,Pop,776740,41638.52,UK,2023,Holy (feat. Chance The Rapper),Premium,13-17,,,,
Justin Bieber,Pop,953051,36661.06,Italy,2019,Unstable (feat. The Kid LAROI),Premium,18-24,,,,
Justin Bieber,Pop,883734,50242.61,Germany,2024,MLK Interlude,Premium,45+,,,,
Justin Bieber,Pop,649526,45215.88,UK,2019,Die For You (feat. Dominic Fike),Premium,25-34,,,,
Justin Bieber,Pop,373153,22722.19,South Africa,2021,Hold On,Free,25-34,,,,
Justin Bieber,Pop,766409,47600.36,Mexico,2020,Somebody,Free,18-24,,,,
Justin Bieber,Pop,250505,12964.74,India,2019,Ghost,Free,25-34,,,,
Justin Bieber,Pop,497385,34036.72,Netherlands,2021,Peaches (feat. Daniel Caesar & Giveon),Free,13-17,,,,
Justin Bieber,Pop,289767,18218.37,France,2022,Love You Different (feat. BEAM),Premium,35-44,,,,
Justin Bieber,Pop,905258,51911.99,South Africa,2020,Loved By You (feat. Burna Boy),Premium,45+,,,,
Justin Bieber,Pop,738988,42886.17,Brazil,2024,Anyone,Premium,45+,,,,
Justin Bieber,Pop,528827,27825.81,USA,2021,Lonely (with benny blanco),Premium,35-44,,,,
Justin Bieber,Pop,431701,16448.59,Mexico,2021,There She Go (feat. Lil Uzi Vert),Free,25-34,,,,
Justin Bieber,Pop,637984,20418.21,Germany,2023,I Can't Be Myself (feat. Jaden),Free,45+,,,,
Justin Bieber,Pop,376157,20570.4,South Korea,2022,Lifetime,Free,13-17,,,,
Justin Bieber,Pop,996016,33654.86,Spain,2023,Wish You Would (feat. Quavo),Premium,35-44,,,,
Justin Bieber,Pop,461577,25652.97,UK,2019,2 Much,Free,45+,,,,
Justin Bieber,Pop,903665,48629.44,India,2021,Deserve You,Premium,25-34,,,,
Justin Bieber,Pop,861707,46370.72,Netherlands,2023,As I Am (feat. Khalid),Free,13-17,,,,
Justin Bieber,Pop,128333,6764.91,UK,2023,Off My Face,Free,13-17,,,,
Justin Bieber,Pop,299121,20610.47,Brazil,2024,Holy (feat. Chance The Rapper),Free,45+,,,,
Justin Bieber,Pop,970647,46533.83,Canada,2024,Unstable (feat. The Kid LAROI),Free,25-34,,,,
Justin Bieber,Pop,701645,43309.95,Mexico,2021,MLK Interlude,Premium,13-17,,,,
Justin Bieber,Pop,508560,18931.43,Netherlands,2021,Die For You (feat. Dominic Fike),Free,25-34,,,,
Justin Bieber,Pop,587964,30863.62,Spain,2020,Hold On,Free,18-24,,,,
Justin Bieber,Pop,825540,37190.27,India,2022,Somebody,Premium,35-44,,,,
Justin Bieber,Pop,174563,10748.03,South Africa,2021,Ghost,Premium,35-44,,,,
Justin Bieber,Pop,322733,9809.35,Italy,2021,Peaches (feat. Daniel Caesar & Giveon),Premium,13-17,,,,
Justin Bieber,Pop,747195,48602.66,USA,2022,Love You Different (feat. BEAM),Premium,35-44,,,,
Justin Bieber,Pop,241108,16293.43,Mexico,2024,Loved By You (feat. Burna Boy),Premium,18-24,,,,
Justin Bieber,Pop,296961,11010.39,Japan,2023,Anyone,Free,18-24,,,,
Justin Bieber,Pop,781237,38250.09,Canada,2020,Lonely (with benny blanco),Free,18-24,,,,
Justin Bieber,Pop,273462,16041.07,France,2021,There She Go (feat. Lil Uzi Vert),Free,25-34,,,,
Justin Bieber,Pop,613616,34723.53,Italy,2021,I Can't Be Myself (feat. Jaden),Free,35-44,,,,
Justin Bieber,Pop,282754,11165.83,Brazil,2022,Lifetime,Premium,18-24,,,,
Justin Bieber,Pop,685636,25573.83,Japan,2020,Wish You Would (feat. Quavo),Free,35-44,,,,
Justin Bieber,Pop,505657,26615.88,Mexico,2020,2 Much,Free,25-34,,,,
Justin Bieber,Pop,667817,36361.03,Australia,2023,Deserve You,Free,25-34,,,,
Justin Bieber,Pop,108085,4293.53,UK,2020,As I Am (feat. Khalid),Free,13-17,,,,
Justin Bieber,Pop,816654,37925.47,Canada,2023,Off My Face,Free,25-34,,,,
Justin Bieber,Pop,517566,31898.26,Canada,2024,Holy (feat. Chance The Rapper),Premium,45+,,,,
Justin Bieber,Pop,953258,66444.48,Australia,2020,Unstable (feat. The Kid LAROI),Premium,18-24,,,,
Justin Bieber,Pop,760097,28445.72,Germany,2021,MLK Interlude,Premium,35-44,,,,
Justin Bieber,Pop,943122,38971.04,India,2021,Die For You (feat. Dominic Fike),Premium,25-34,,,,
Justin Bieber,Pop,378198,26129.7,South Korea,2020,Hold On,Premium,45+,,,,
Justin Bieber,Pop,893953,26974.2,USA,2022,Somebody,Premium,35-44,,,,
Justin Bieber,Pop,590862,39128.1,South Africa,2020,Ghost,Premium,35-44,,,,
Justin Bieber,Pop,656541,20545.48,Brazil,2020,Peaches (feat. Daniel Caesar & Giveon),Free,13-17,,,,
Justin Bieber,Pop,503823,21713.75,Spain,2023,Love You Different (feat. BEAM),Free,18-24,,,,
Justin Bieber,Pop,939887,49689.3,France,2022,Loved By You (feat. Burna Boy),Free,25-34,,,,
Justin Bieber,Pop,489201,17249.49,Australia,2020,Anyone,Free,13-17,,,,
Justin Bieber,Pop,106920,5974.21,South Korea,2019,Lonely (with benny blanco),Free,35-44,,,,
Justin Bieber,Pop,292187,16883.11,India,2023,All Around Me,Free,25-34,,,,
Justin Bieber,Pop,408955,28501.84,Canada,2024,Habitual,Free,35-44,,,,
Justin Bieber,Pop,825300,43192.75,Spain,2023,Come Around Me,Premium,35-44,,,,
Justin Bieber,Pop,685320,24155.2,Australia,2023,Intentions (feat. Quavo),Premium,25-34,,,,
Justin Bieber,Pop,329321,18284.09,Netherlands,2023,Yummy,Premium,13-17,,,,
Justin Bieber,Pop,251141,16006.74,UK,2020,Available,Premium,45+,,,,
Justin Bieber,Pop,179446,9765.02,France,2020,Forever (feat. Post Malone & Clever),Free,35-44,,,,
Justin Bieber,Pop,334497,17666.79,Mexico,2023,Running Over (feat. Lil Dicky),Free,35-44,,,,
Justin Bieber,Pop,79364,4573.35,India,2022,Take It Out On Me,Free,18-24,,,,
Justin Bieber,Pop,129937,4521.2,Australia,2022,Second Emotion (feat. Travis Scott),Premium,13-17,,,,
Justin Bieber,Pop,964319,46515.1,Italy,2022,Get Me (feat. Kehlani),Premium,25-34,,,,
Justin Bieber,Pop,681834,21413.48,Germany,2022,E.T.A.,Premium,35-44,,,,
Justin Bieber,Pop,889022,60142.79,Australia,2021,Changes,Free,45+,,,,
Justin Bieber,Pop,729257,38440.46,Netherlands,2022,Confirmation,Free,25-34,,,,
Justin Bieber,Pop,460543,20570.8,Australia,2019,That's What Love Is,Premium,25-34,,,,
Justin Bieber,Pop,356679,23577.94,UK,2022,At Least For Now,Premium,45+,,,,
Justin Bieber,Pop,945690,44050.34,South Africa,2020,Yummy - Summer Walker Remix,Premium,18-24,,,,
Justin Bieber,Pop,773942,28660.47,UK,2020,Mark My Words,Free,25-34,,,,
Justin Bieber,Pop,534201,29818.41,Japan,2022,I'll Show You,Premium,13-17,,,,
Justin Bieber,Pop,210483,8125.84,South Africa,2022,What Do You Mean?,Free,13-17,,,,
Justin Bieber,Pop,160506,7004.9,Australia,2024,Sorry,Free,35-44,,,,
Justin Bieber,Pop,705375,25822.86,Mexico,2021,Love Yourself,Premium,18-24,,,,
Justin Bieber,Pop,702128,47918.15,France,2022,Company,Premium,35-44,,,,
Justin Bieber,Pop,432696,29590.58,Japan,2022,No Pressure,Free,25-34,,,,
Justin Bieber,Pop,630469,41635.63,South Korea,2021,No Sense,Free,25-34,,,,
Justin Bieber,Pop,280066,17044.38,France,2024,The Feeling,Premium,45+,,,,
Justin Bieber,Pop,706689,38149.68,Germany,2023,Life Is Worth Living,Premium,13-17,,,,
Justin Bieber,Pop,388886,26801.4,Italy,2019,Where Are Ü Now,Free,25-34,,,,
Justin Bieber,Pop,388873,23731.89,France,2024,Children,Premium,18-24,,,,
Justin Bieber,Pop,236682,8529.1,France,2023,Purpose,Free,45+,,,,
Justin Bieber,Pop,243866,15402.98,Canada,2021,Been You,Premium,45+,,,,
Justin Bieber,Pop,764527,48473.06,Japan,2022,Get Used To It,Premium,45+,,,,
Justin Bieber,Pop,357100,17079.21,UK,2020,We Are,Free,35-44,,,,
Justin Bieber,Pop,348216,17159.61,Italy,2019,Trust,Free,35-44,,,,
Justin Bieber,Pop,630607,20390.27,Australia,2019,All In It,Free,35-44,,,,
Justin Bieber,Pop,137185,5557.15,Netherlands,2020,What Do You Mean? - Acoustic,Premium,18-24,,,,
Justin Bieber,Pop,80048,5600.27,Canada,2023,Heartbreaker,Premium,35-44,,,,
Justin Bieber,Pop,942300,36393.77,Brazil,2020,All That Matters,Free,18-24,,,,
Justin Bieber,Pop,61701,4122.83,Brazil,2021,Hold Tight,Premium,35-44,,,,
Justin Bieber,Pop,668837,40523.94,France,2022,Recovery,Free,18-24,,,,
Justin Bieber,Pop,534769,31393.39,UK,2020,Bad Day,Free,25-34,,,,
Justin Bieber,Pop,350614,10837.66,France,2021,All Bad,Free,25-34,,,,
Justin Bieber,Pop,880864,48109.76,France,2020,PYD,Premium,13-17,,,,
Justin Bieber,Pop,995509,44158.59,UK,2024,Roller Coaster,Premium,18-24,,,,
Justin Bieber,Pop,967631,53355.02,Italy,2024,Change Me,Premium,13-17,,,,
Justin Bieber,Pop,170463,9820.35,South Africa,2019,Confident,Free,25-34,,,,
Justin Bieber,Pop,267486,18279.12,Brazil,2023,One Life,Premium,18-24,,,,
Justin Bieber,Pop,309396,17154.93,France,2024,Backpack,Premium,18-24,,,,
Justin Bieber,Pop,506048,31522.04,Spain,2024,What's Hatnin',Premium,25-34,,,,
Justin Bieber,Pop,888797,50689.84,France,2024,Swap It Out,Premium,25-34,,,,
Justin Bieber,Pop,682575,46525.48,Italy,2020,Memphis,Premium,35-44,,,,
Justin Bieber,Pop,988158,64619.92,Canada,2022,Flatline,Free,13-17,,,,
Justin Bieber,Pop,79157,2994.07,Japan,2020,Boyfriend - Acoustic Version,Free,25-34,,,,
Justin Bieber,Pop,172344,5683.82,India,2021,As Long As You Love Me - Acoustic Version,Premium,18-24,,,,
Justin Bieber,Pop,170161,11640.75,USA,2020,Beauty And A Beat,Free,35-44,,,,
Justin Bieber,Pop,356315,12534.1,South Korea,2024,She Don't Like The Lights - Acoustic Version,Free,18-24,,,,
Justin Bieber,Pop,567864,35624.71,USA,2022,Take You - Acoustic Version,Premium,25-34,,,,
Justin Bieber,Pop,571553,28235.11,Japan,2020,Be Alright - Acoustic Version,Free,25-34,,,,
Justin Bieber,Pop,657305,38298.35,Italy,2023,All Around The World - Acoustic Version,Premium,18-24,,,,
Justin Bieber,Pop,846284,28346.5,India,2020,Fall - Live,Premium,25-34,,,,
Justin Bieber,Pop,957415,64408.8,Japan,2019,Yellow Raincoat,Premium,45+,,,,
Justin Bieber,Pop,326381,10076.23,Japan,2021,I Would,Free,45+,,,,
Justin Bieber,Pop,864893,58566.46,Japan,2021,Nothing Like Us,Free,45+,,,,
Justin Bieber,Pop,860946,52733.78,Canada,2022,All Around The World,Free,35-44,,,,
Justin Bieber,Pop,459491,17008.71,France,2019,Boyfriend,Premium,45+,,,,
Justin Bieber,Pop,876165,51061.02,India,2020,As Long As You Love Me,Free,35-44,,,,
Justin Bieber,Pop,682963,30122.44,Germany,2023,Catching Feelings,Premium,25-34,,,,
Justin Bieber,Pop,248243,13035.94,Canada,2022,Take You,Free,35-44,,,,
Justin Bieber,Pop,76634,2830.61,Italy,2023,Right Here,Free,25-34,,,,
Justin Bieber,Pop,252356,16514.06,Canada,2024,Fall,Premium,45+,,,,
Justin Bieber,Pop,231497,15183.38,Netherlands,2019,Die In Your Arms,Free,18-24,,,,
Justin Bieber,Pop,853974,57469.82,Japan,2022,Thought Of You,Premium,35-44,,,,
Justin Bieber,Pop,152043,8100.1,South Africa,2022,Beauty And A Beat,Premium,45+,,,,
Justin Bieber,Pop,786513,38035.13,Germany,2022,One Love,Free,45+,,,,
Justin Bieber,Pop,795331,33182.29,South Africa,2024,Be Alright,Premium,25-34,,,,
Justin Bieber,Pop,780709,42808.91,South Korea,2022,Believe,Free,25-34,,,,
Justin Bieber,Pop,395745,17666.43,Canada,2023,Out Of Town Girl,Premium,25-34,,,,
Justin Bieber,Pop,190979,7261.74,Brazil,2020,She Don't Like The Lights,Free,35-44,,,,
Justin Bieber,Pop,464498,28607.91,South Africa,2022,Maria,Free,25-34,,,,
Justin Bieber,Pop,145212,8527.49,Australia,2024,Fairytale,Free,13-17,,,,
Justin Bieber,Pop,51791,1819.17,Germany,2022,All Around The World,Premium,45+,,,,
Justin Bieber,Pop,187530,8907.96,Italy,2021,Boyfriend,Premium,13-17,,,,
